names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Unmechanical: Extended Edition,Xbox One,"January 30, 2015",66,"Set in a fantastic world of flesh, rock and steel, a little robot is trapped in an underground complex. His journey to freedom will require you to solve a great variety of puzzling challenges. And while the game is easy to pick up and play, many of the challenges will test your logic, memory and wits.",7.1,E,Grip Games,"Action, Puzzle, General, Platformer, 2D"
Manual Samuel,Xbox One,"October 14, 2016",66,"After a tough collision with a septic truck Samuel finds himself bargaining for his life. Eventually he agrees a deal for his life with chronically-uncool 90s throwback, Death, and now has to survive 24 hours doing everything manually.",6.0,T,Perfectly Paranormal,"Role-Playing, General"
Cobalt,Xbox One,"February 2, 2016",66,Colbalt is a wacky action platformer from indie developer Mojang.,7.3,E10+,Oxeye,"Action, Platformer, Platformer, 2D, 2D"
Battleship,Xbox One,"August 2, 2016",65,"With a modern, dynamic and interactive 3D board, BATTLESHIP brings the classic franchise to a new level for a memorable experience.

Deploy your fleet and shoot at your opponents grid to find and destroy enemy ships before yours are sunk. Enjoy the game you know and love with the Classic mode or get more tactical in a brand new way to play with the 'Clash at Sea!' mode.

Play with your friend locally or online, or stand against the Artificial Intelligence of the game.",6.6,E10+,Frima Studio,"Miscellaneous, Board / Card Game"
I Hate Running Backwards,Xbox One,"May 22, 2018",65,"I Hate Running Backwards is a never-ending adrenaline packed shoot’em down roguelite that puts the emphasis on destruction and fighting never ending waves of enemies while time traveling through procedurally generated, fully destructible worlds.",tbd,T,Binx Interactive,"Action, Shooter, Shoot-'Em-Up, Vertical"
Nevermind,Xbox One,"January 11, 2017",65,"Nevermind ushers you into dark and surreal worlds within the minds of trauma victims. When played with an (optional) biofeedback sensor, Nevermind senses your fear - lashing out if you allow your feelings of anxiety to get the better of you. Can you brave the terrors within Nevermind...and yourself?",6.3,M,Flying Mollusk,"Action Adventure, Adventure, 3D, Linear, First-Person"
Reus,Xbox One,"October 11, 2016",65,"In Reus, you control powerful giants that help you shape the planet to your will. You can create mountains and oceans, forests and more. Enrich your planet with plants, minerals and animal life. There is only one thing on the planet that you do not control: mankind, with all their virtues and and all their vices. You can shape their world, but not their will. Provide for them and they may thrive. Give them too much, and their greed may gain the upper hand.",tbd,,Soedesco,"Strategy, General"
Need for Speed,Xbox One,"November 3, 2015",65,"Jump behind the wheel of some iconic cars and put the pedal to the metal through Ventura Bay, a sprawling urban playground. Explore overlapping stories as you establish your reputation – and your dream car – and become the top racing icon. Play repeatedly this time, you have five distinct ways to win.",7.6,T,Ghost Games,"Racing, Simulation, Automobile"
Powerstar Golf,Xbox One,"November 22, 2013",65,"Tee up for fun with Powerstar Golf for Xbox One. Whether you’re playing a round to unwind and admire the amazing vistas or a pro trying to climb the leaderboards for bragging rights, it’s time to load up the cart and aim for the green.",5.6,E,Zoe Mode,"Arcade, Sports, Traditional, Individual, Golf, Arcade"
Outward,Xbox One,"March 26, 2019",65,"No remarkable journey is achieved without great effort. Outward is an open-world RPG where the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai, embark on memorable adventures alone or with your friends.",7.2,M,Nine Dots Studio,"Role-Playing, Action Adventure, General, Survival, Open-World"
The Escapists: The Walking Dead,Xbox One,"September 30, 2015",65,The Escapists The Walking Dead is a game where players will don the role of Rick Grimes to keep their fellow survivors safe and plan the perfect escape routes.,7.3,T,Team17,"Action, General"
The Walking Dead: Michonne - Episode 1: In Too Deep,Xbox One,"February 23, 2016",65,"In this premiere episode, 'In Too Deep,' Michonne joins Pete and his crew on the sailing ship The Companion as they cruise the coast for survivors and supplies. When a desperate signal for help draws them to a scene of horrific massacre, Michonne and the crew are lead further to the floating survivors' colony of Monroe, which may just be harboring the person responsible for the carnage. [TellTale Games]",7.3,M,"Skybound LLC, Skybound Games","Adventure, 3D, Third-Person"
Sparkle 2,Xbox One,"January 27, 2016",65,"The long-awaited sequel to the award-winning hit action puzzle!

A long time ago, five keys were created. These enchanted keys are supposed to open a lock which guards something valuable. The keys were scattered across these lands forever locked between night and day. Many have tried to search for the keys, but they still remain undiscovered. Will you be the one to unravel the mystery, or will you become yet another soul consumed by the search?",tbd,E,"10tons Entertainment, 10tons","Puzzle, Matching"
Monster Energy Supercross - The Official Videogame 2,Xbox One,"February 5, 2019",65,"All the thrills of the Monster Energy AMA Supercross 2018 Championship. Live the life of a pro, put yourself to the test in the Compound, tackle challenges, manage your events and attract new sponsors to earn fame and unlock new content.",6.3,,Milestone S.r.l,"Racing, Arcade, Automobile"
Weakless,Xbox One,"December 13, 2019",65,"Weakless is an adventure game focusing on the relationship between two characters: The Blind One and The Deaf One. During their journey they will have to overcome the obstacles standing in their way, and face their own limitations.
The core of Weakless is solving puzzles and exploring the world using characters' unique skills - hearing and vision. The player controls one character at the time, which means they can't use both senses simultaneously. 

 Two heroes, who perceive their surroundings in completely different ways, and can overcome adversities thanks to cooperation. 
 A diverse world with a rich history waiting to be discovered.",tbd,,Cubeish Games,"Adventure, 3D, Third-Person"
One Piece: World Seeker,Xbox One,"March 15, 2019",65,"Leave your compass behind and join Luffy as he embarks on a brand new action-packed adventure where you can experience the powers of the legendary Gum-Gum fruit to uncover hidden secrets on an original, never-before-seen island.",5.2,T,Ganbarion,"Action Adventure, Open-World"
Lovely Planet,Xbox One,"January 8, 2016",65,"With boots of speed on your feet, an infinite supply of bullets for your semi-automatic and the ability to jump over twice your own height, you're well equipped to go up against any enemy on your quest to reach Lovely Planet! Balance between jumping around dodging bullets and taking aim for a better shot at your enemies, don't waste time camping at cover spots and waiting for enemies to pop out - artfully evade the onslaught of bullets and defeat all baddies that stand in your way.",5.8,,QUICKTEQUILA,"Action, Shooter, First-Person, Arcade"
2Dark,Xbox One,"March 10, 2017",65,"From Frédérick Raynal, the creator of Alone in the Dark and pioneer of survival-horror, 2Dark is a grim journey of stealth and courage into the heart of corruption. Use your cunning to infiltrate Gloomywood’s bastions of cruelty. Investigate to uncover the secrets of the deranged psychopaths within, seek retribution for their crimes, and bring the children to safety.A NEW STEALTH-HORROR ADVENTURE- A nerve-wracking experience of ruthless consequences with only your wits to guide you.- Perfect your plan to infiltrate intricately handcrafted levels and escape with the children.- Stick to the shadows and step carefully. Light and sound can be your allies, and your undoing.- Supplies are limited. From flashlight batteries to bullets, make every item count.- Investigate every nook and cranny to expose the sinister secrets behind the abductions.- Kids will be kids. Stop for too long and they'll fidget and cry, putting both of you in harm's way. [Microsoft.com]",6.9,M,Gloomywood,"Action Adventure, General"
Saints Row: Gat Out of Hell,Xbox One,"January 20, 2015",65,"Get with Johnny Gat & Kinzie Kensington as you tear apart Hell in a mission to save the Boss’ soul. Historic icons, old friends, older enemies, a talking gun, a full length musical number and more shenanigans await you.",6.3,M,Volition Inc.,"Action Adventure, General, Modern, Open-World"
Dangerous Driving,Xbox One,"April 9, 2019",65,"From the creative talent behind the genre-defining Burnout series, Dangerous Driving puts aggression back into the racing genre, recapturing the spirit of the past and taking it to a new place. Dangerous Driving is a game about real driving. The sort of driving you want to do when no one else is looking. The sort of driving you’d love to do if only everyone else would get OUT OF THE DAMN WAY! This game gives you the chance to live out that fantasy. To floor it in everyday cars, at high speeds, weaving in and out of traffic and slamming the other cars right off the road. This is a game built in the spirit of the classic arcade racing games of the 80’s and 90’s. It’s about speed, driving skill and beautiful powerslides around epic corners. It’s also about all out aggression, instant retaliation and sweet, sweet revenge. The more dangerously you drive, the faster you can go.",4.8,E10+,Three Fields Entertainment,"Racing, Arcade, Automobile"
Call of Duty: Ghosts - Onslaught,Xbox One,"January 28, 2014",65,Onslaught includes four unique Multiplayer Maps. An all-new dual purpose Assault Rifle/Sniper Rifle/ The first installment in Extinction's four-part episodic narrative.,4.1,M,Infinity Ward,"Action, Shooter, First-Person, Modern, Arcade"
Payday 2: Crimewave Edition,Xbox One,"June 16, 2015",65,"Payday 2 is an action-packed, four-player co-op heist shooter that once again lets gamers don the masks of the original Payday crew - Dallas, Hoxton, Wolf and Chains. The new CrimeNet network offers a huge range of dynamic contracts and players are free to choose anything from small-time convenience store hits or kidnappings, to cyber-crime or emptying out bank vaults. As the crew progresses the jobs become bigger, better and more rewarding. Along with earning more money and becoming a legendary criminal comes a new character customization and crafting system that lets crews build and customize their own guns and gear.",3.6,M,Overkill Software,"Action, Shooter, First-Person, General, Fantasy, Arcade"
Flockers,Xbox One,"September 19, 2014",65,Flockers is a modern day take on the classic A to B puzzle genre with a generous helping of dark humour for good measure.,4.9,T,Team17,"Puzzle, Action"
The LEGO Movie 2 Videogame,Xbox One,"February 26, 2019",65,"The alien monster invaders have left Bricksburg in ruins. It is now up to Emmet and a host of heroic characters to go beyond their world and save their friends from the strange inhabitants of the Systar System. Players can journey into outer space, discover new worlds, and test their Master Building skills.",3.8,E10+,TT Games,"Action Adventure, General"
My Hero One's Justice 2,Xbox One,"March 13, 2020",65,"The battle for justice continues, but this time the fight gets bigger, badder, and more quirkier in MY HERO ONE’S JUSTICE 2. Based on the hit anime series, all of your favorite characters return in this 3D arena fighter that pits heroes and villains in the ultimate test for righteousness.

Play through the anime and experience memorable fights as you relive iconic scenes. Pick up after the finish of MY HERO ONE’S JUSTICE and see what happens to Deku and the class at UA.

The cast from MY HERO ONE’S JUSTICE are back and they’re now joined by newly added characters from the series.With 40 playable characters, build your dream team with your favorite hero or villain. Fight to build up your PLUS ULTRAmeter and pull off quirks in special combos that goes beyond!",4.3,T,Bandai Namco Games,"Action, Fighting, 3D"
Brawlout,Xbox One,"August 21, 2018",65,"Brawlout packs a punch with couch and online play modes, blending platform fighter mechanics and traditional fighting game play into a stylish and fluid battle royale. Rather than slow-paced defensive battles, Brawlout goes all-out with the lightning-fast aerobatics which platform fighters are famous for. Striking the balance between the growing competitive scene and the genre’s party game roots, Brawlout hopes to cater to the veteran platform fighter, the casual fan and the newcomer looking to make their mark.",7.2,E10+,Angry Mob Games,"Beat-'Em-Up, Action, Fighting, 2D"
Farming Simulator 17,Xbox One,"October 25, 2016",65,"Farming Simulator 17, developed by Giants Software, invites you into the challenging world of a modern day farmer. Take on all the challenges of farming life, including animal husbandry, crops, sales, and woodcutting. You decide how you want to manage and grow your farm in a huge, open world.",7.0,E,Giants Software,"Simulation, Virtual, Career"
Batman: The Telltale Series - Episode 1: Realm of Shadows,Xbox One,"August 2, 2016",65,"Rendered to look like a living, breathing comic book, Telltale's vision of Batman featureS a cast of talent including Troy Baker in the role of Bruce Wayne, Travis Willingham as Harvey Dent, Erin Yvette as Vicki Vale, Enn Reitel as Alfred Pennyworth, Murphy Guyer as Lieutenant James Gordon, Richard McGonagle as Carmine Falcone, and Laura Bailey as Selina Kyle. [Telltale]",6.8,M,Telltale Games,"Adventure, Point-and-Click"
Sunset Overdrive and the Mystery of the Mooil Rig!,Xbox One,"December 23, 2014",65,"Sunset Overdrive and the Mystery of the Mooil Rig! features new story missions, two weapons, two Amps, one trap, two vanity items PLUS new quests, challenges, Chaos Squad missions, a Night Defense base, and a new boss that promises to keep you busy and distracted from the horrors of reality.",7.2,M,Insomniac Games,"Action, General, Shooter, Third-Person, Arcade"
Degrees of Separation,Xbox One,"February 14, 2019",65,"Degrees of Separation is a puzzle platformer where cooperation is built into every move. Two contrasting souls, Ember and Rime, fall in love, but are separated by an enigmatic force, and must use their powers to progress through a spectacular world of fantasy and adventure.",tbd,E,Moondrop Studios,"Action, Platformer, 2D"
Anthem,Xbox One,"February 22, 2019",65,"Anthem is a shared-world action-RPG in which players delve into a vast world teeming with amazing technology and forgotten treasures. The world is also filled with savage beasts and ruthless marauders where Freelancers are called to defeat the forces plotting to conquer humanity. In Anthem, up to 4 friends unravel the world’s mysteries and take on its most fearsome challenges together. Shared danger means shared glory, and successful Freelancers are all be richly rewarded for successful exploits. Throughout their adventure, players outfit their Freelancers with powerful Javelin exosuits, each of which are equipped with unique weapons and abilities. Players also customize their Javelin with gear they earn and craft throughout the adventure, and leave a lasting mark on the world. [Electronic Arts]",3.9,T,BioWare,"Role-Playing, Action RPG"
Danger Zone,Xbox One,"October 10, 2017",64,"Welcome to the Danger Zone, a virtual crash testing facility where you're tasked to survive a variety of challenging and deadly scenarios. With real-world vehicle physics with explosive gameplay, your goal is to cause as much explosive and creative damage as possible. [Xbox.com]",5.0,E10+,Three Fields Entertainment,"Racing, General, Arcade, Automobile"
King Oddball,Xbox One,"September 9, 2016",64,"Squash puny humans in this outlandish PS4 puzzle game.

How hard can it be?

Use just a single button to cause mayhem - crush as many targets as possible by releasing a boulder suspended by the King's giant tongue.

With more than 120 increasingly challenging levels on the road to world domination, master King Oddball by anticipating how boulders roll, bounce and launch from explosions.",tbd,E10+,"10tons Ltd, 10tons","Puzzle, Action"
MX vs. ATV All Out: Anniversary Edition,Xbox One,"February 26, 2019",64,-,tbd,E10+,THQ Nordic,"Racing, Simulation, Automobile"
Super Lucky's Tale,Xbox One,"November 7, 2017",64,"Follow Lucky, the ever-optimistic, energetic, and lovable hero, on his quest to find his inner strength and help his sister rescue the Book of Ages from Jinx. Jinx is the scheming and mysterious villain trying to reshape the world, but for what reason? Test your skills with puzzles and nerve wracking obstacle courses. Plus, surprise levels and hidden “foxholes” showing up where you least expect them, challenging Lucky to use his wits and skill. Explore hidden secrets of new worlds with Lucky’s signature burrow move. Dive into unpredictable foxholes, or try devilish side scrolling challenge levels to unlock additional rewards. [Xbox.com]",7.0,E,Playful Corp.,"2D, Action, Platformer, 3D"
Moons of Madness,Xbox One,"March 24, 2020",64,"Moons of Madness is a first-person, story-driven cosmic horror game where the scientific exploration of Mars meets the supernatural dread of Lovecraft.",tbd,M,"Rock Pocket Games, Dreamloop Games","Action Adventure, Survival"
The Crew,Xbox One,"December 2, 2014",64,"Take part in a wild ride to infiltrate and overtake the 510s, a gang that has grown up around Detroit's illegal street racing scene. You will need to grow your rep in the underground racing scene and sabotage their activities city-by-city throughout a fully-open world United States. Maneuver through the percolating streets of New York City and Los Angeles, cruise down balmy Miami Beach, or trek through the breathtaking plateaus of Monument Valley. Each locale comes with its own set of surprises and driving challenges to master. On your journey you will encounter other drivers on the road - all potentially worthy companions to crew up with, or future rivals to compete against.",5.8,T,"Ubisoft Reflections, Ivory Tower","GT / Street, Driving, Racing, Simulation, GT / Street, Automobile"
N.E.R.O.: Nothing Ever Remains Obscure,Xbox One,"May 15, 2015",64,"NERO is a fully story driven first person game filled with puzzles that are heavily connected with the environments and with the past of the main characters. The more the player is going to explore, the better he will be rewarded with pieces of narration that will help him to understand the truth behind this next-gen visual novel. [Storm in a Teacup]",7.6,E,Storm in a Teacup,"Miscellaneous, Adventure, Puzzle, General, 3D, First-Person"
Vikings: Wolves of Midgard,Xbox One,"March 28, 2017",64,"Fear the wolves. They are cold, they are hungry - and they will stop at nothing to survive

Ragnarok. Legend has it that when the coldest winter descends, the Jotan will return to take their vengeance against the Gods of Asgard. The world is on the road to perdition and the fate of Midgard hangs in the balance. But when the Fire and Frost Giants begin to merge their armies, they encounter the clan of the Ulfung  the Wolves of Midgard. Bloody, but unbowed following the destruction of their village, this notorious band of ostracized Viking warriors are determined to seize their destiny and save the world. As clan chief, you must save Midgard from complete annihilation, and spearhead the charge to vanquish the fiendish creatures of the Fimbulwinter.

* Fantasy Meets Norse Mythology
Travel the realms of earthly Midgard, freezing Niflheim and boiling Balheim, either as a fierce Viking warrior or merciless shieldmaiden.

*The Deadly Fimbulwinter
Withstand the deathly colds and protect yourself from exposure to natures wrath in order to survive.

* Tribute To The Gods
Collect blood from fallen enemies and sacrifice it at the altar to gain gifts from the Gods to enhance your powers.

* Berserker Rage
Let your anger take hold by activating Rage Mode to overwhelm your enemies in bloodthirsty combat.

* The Art Of Combat
Perfect your skills with each weapon to unlock their true potential, including swords, bows and spell-powered canes.

* The Power Of The Gods
Make the abilities of the Gods your own by equipping power-infused amulets, like the Talismans of Thor or Loki. Put your new skills to the test by competing in the Trials of the Gods to earn further rewards.

* Teamwork
Team up with a friend and journey to the Shores of Midgard together in an epic two player online co-op mode. Choose between four difficulty levels to suit your skills and talents. Do you dare attempt the unrelenting hardcore mode?",7.5,M,Games Farm,"Role-Playing, Action RPG"
We Happy Few,Xbox One,"August 10, 2018",64,"We Happy Few is the tale of a plucky bunch of moderately terrible people trying to escape from a lifetime of cheerful denial. Set in a drug-fuelled, retrofuturistic city in an alternative 1960s England, you’ll have to blend in with its other inhabitants, who have their own set of not-so-normal rules.",5.9,M,Compulsion Games,"Action Adventure, General"
Planet of the Eyes,Xbox One,"September 12, 2017",64,"An atmospheric narrative-platformer about a service robot stranded on a mysterious planet, Planet of the Eyes features a stunning visual mix of puzzle and platforming challenges, an original musical score, and fully voiced audio logs left by another survivor.",tbd,E10+,"Coco Cucumber, Cococucumber","Action, Platformer, 2D"
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Xbox One,"May 30, 2017",64,"After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? Telltale’s latest episodic adventure in the world of the Walking Dead is now available on all your favorite devices.",6.1,M,Telltale Games,"Adventure, Point-and-Click"
Assassin's Creed Chronicles: India,Xbox One,"January 12, 2016",64,"Assassin's Creed Chronicles: India throws you into the tension between the Sikh Empire and the East India Company in 1841. When a Master Templar arrives with a mysterious item that used to belong to the Assassin Order, Arbaaz Mir must discover why he's come, steal back the item, and protect his friends and his lover.",5.2,T,"Ubisoft, Climax Studios","Action Adventure, Linear"
InnerSpace,Xbox One,"January 16, 2018",64,"InnerSpace is an exploration flying game set in a world where physics are inverted. Take the role of an unnamed cartographer to explore the various bubble-worlds, collect relics, and encounter each bubble’s mythical demigod, in order to discover more about the universe, its history, and its future.",3.6,E,PolyKnight Games,"Simulation, Flight, Civilian"
Three Fourths Home: Extended Edition,Xbox One,"November 27, 2015",64,"In her mid-20's, Kelly has been forced to move back to Nebraska. Back to that flat expanse, that seemingly endless sea of rustling cornstalks peppered by rusty silos and rustier towns. A typically intense Midwestern storm is approaching while Kelly is out; she has to get home. In the 20 miles between her grandparents' crumbling barn and her parents' house, she receives a phone call from her mother. Assume the role of Kelly during her drive through the storm in Three Fourths Home: Extended Edition. While driving through a stylized representation of rural Nebraska, players navigate an extended conversation between Kelly and her parents and younger brother. Through dialogue choice and simple driving mechanics, this critically-acclaimed visual short story explores a specific moment of these characters' lives and their relationships with one another. The Extended Edition of Three Fourths Home includes an epilogue that expands on the story of the main game. Set at a bus stop in snowy Minnesota, this epilogue examines Kelly's past as well as the effects that the events of the main story have had on her.",3.3,M,[bracket]games,"Adventure, General, Text"
Extreme Exorcism,Xbox One,"September 23, 2015",64,"Extreme Exorcism is an action platformer with a spooky twist. You assume the role of Mae Barrons, tiny medium at large who is tasked with ridding a haunted house full of evil spirits. Instead of using seances and crystal balls, Mae uses rocket launchers, swords and a kick-ass arsenal to get her point across. Unfortunately for her, with every ghost she kills, another takes it's place copying everything she did the round before.",tbd,E10+,Golden Ruby Games,"Action, Platformer, 2D"
Conan Exiles,Xbox One,"May 8, 2018",64,"You are an exile, outcast and downtrodden, sentenced to walk in a barbaric wasteland where the weak are crushed and only the strong can live. Here you must fight to survive, build, and dominate the world alone on your own server, or with enemies and allies in online multiplayer.

Journey through a vast, seamless world filled with the ruins of ancient civilizations and uncover its dark history and buried secrets as you seek to conquer and dominate the exiled lands yourself. Start with nothing but your bare hands and forge the legacy of your clan, from simple tools and weapons to gigantic fortresses and entire cities. Enslave the bandits of the exiled lands to do your bidding by breaking them on the grueling Wheel of Pain. Sacrifice the beating hearts of your enemies on the blood-soiled altars of your god to seize true power and glory. Summon the colossal avatar of your god and see them lay waste to your enemies and their homes.

Just remember: in this brutal land of vengeful gods, bloodthirsty cannibals, and vicious monsters, survival is more than tracking down food and water. Explore mysterious ruins in search of treasure and knowledge, but beware the risk of your mind being corrupted by the dark forces of the world. Traverse vast sand dunes and seek shelter from scouring sandstorms sweeping across the burning sands. March into war against your enemies and unleash your savage fury in brutal combat. Go in unprepared and it will be your head rolling and limbs flying.

Conan Exiles is not an empty sandbox. It is a world rich in history where you must discover the knowledge and secrets of ancient civilizations as you struggle to build your own.

* SURVIVE THE BARBARIC WASTELAND
In the world of Conan the Barbarian, survival is more than being well-fed and hydrated. Here you must weather scouring sandstorms, save your mind from being corrupted and going insane, and fight vicious monsters from the darkest holes of the earth.

* BUILD YOUR LEGACY IN A VAST, SEAMLESS WORLD
Journey through a huge, seamless world filled with danger and opportunity, exploring everything from sand dunes to towering ruins. Harvest resources to craft tools and weapons, then build everything from a small settlement to entire cities.

* DISCOVER THE DARK HISTORY OF ANCIENT CIVILIZATIONS
Explore shadow-haunted ruins of ancient civilizations and discover great treasures and knowledge. Learn about the people who inhabited this world before and what led to their demise through inscriptions, wandering NPCs, and the environment itself.

* CALL UPON THE POWER OF THE GODS
Cut out the hearts of your enemies and sacrifice it upon the altars of your god to earn their blessing. Summon and take direct control of huge, towering avatars and wreak havoc on your enemies as you crush their homes and drive them from their lands.

* DEFEND YOUR LAND WITH AN ARMY OF SLAVES
Enslave the criminals of the exiled lands and force them to join your cause and defend your territory. Put them through the grueling Wheel of Pain to break their will, then turn them into archers, crafters, entertainers, and more. Find rare thralls for the greatest rewards!

* DOMINATE YOUR ENEMIES
March forth to war against your enemies, use explosives and see their fortifications crumble to dust, then unleash your savage fury with brutal attacks that will see heads rolling and limbs flying. Find or craft a wide range of weapons and armor.

* PLAY TOGETHER OR ALONE
Play alone locally or fight for survival and dominance in persistent multiplayer on public servers. You can also host your own server and invite others to join you in a world where you have full control of the rules and settings. Want to play with just handful of friends? Try co-op mode!

* CONTROL YOUR EXPERIENCE
When playing alone locally or on a server you are the administrator of you have access to a range of in-game tools. These allow you to change progression speed, spawn monsters, turn yourself invisible, deactivate avatars, and much more. Be the dungeon master of your own server!

* PLAY WITH MODS
Download Conan Exiles mods directly from the Steam workshop to customize your game experience. You can also download the custom Conan Exiles Unreal Editor and start creating your own!",5.8,M,Funcom,"Action Adventure, Survival"
F1 2015,Xbox One,"July 21, 2015",64,"Honda returns and once more forges an alliance with McLaren, which also welcomes back Fernando Alonso. Sebastien Vettel moves to Ferrari and, alongside a new generation of exciting young drivers on the grid, will attempt to halt the winning start Mercedes have made in the new era of FORMULA 1. The race calendar for 2015 also features a new circuit, with a return to Mexico for the first time in over 20 years.",6.2,E,Codemasters,"Racing, Simulation, Automobile"
The Golf Club,Xbox One,"August 19, 2014",64,"The Golf Club is HB Studios' next generation golf simulation. What really takes The Golf Club into the next generation is the procedural generation of courses and depth of social interaction. The Course Creator can generate a brand new course in seconds which can be shared and played immediately online with friends and other gamers across the world. There are also full editing capabilities for courses, Tournaments and Tours. Challenge your friends on a new or existing course in real time or try to beat their best recorded round. Add to this a myriad of stat tracking and personal bests of friends and rivals to beat, notifications, challenges and social media integration.",5.4,E,HB Studios Multimedia,"Traditional, Sports, Individual, Golf, Sim"
Override: Mech City Brawl,Xbox One,"December 4, 2018",64,"No gears, no glory! Control gigantic fighting robots and duke it out across fantastic cityscapes in this 3D mech-based brawler! Epic and explosive battles await with anime-inspired mechs in local and online versus game modes, party co-op with two to four players, and a single-player campaign.",6.5,T,Modus,"Action, General"
Spheroids,Xbox One,"February 10, 2017",64,"Save the cube world from the dangerous rounded Spheroid aliens. In Spheroids you take control of Lucas, a jumpy Canadian boy who sets out on an adventure with his crazy scientist companion Otto after it's discovered that the government has been hiding alternative universes from the cubic world they live in. Unfortunately, these alternative universes contain spheres that wish to turn everything round, so it's up to Lucas to save the world from these dangerous aliens: the Spheroids. Throughout Spheroids' 32 levels, youll encounter many different environments, with multiple hazards to avoid and enemies to destroy. Items such as the ""Modified Drilling Hoo""k Otto lends Lucas will help you traverse the environment with ease, with many more to find throughout.",tbd,E,Eclipse Games,"Action, Platformer, 2D"
Assassin's Creed Unity: Dead Kings,Xbox One,"January 13, 2015",64,"Following the incidents of Assassin’s Creed Unity, Arno’s quest for redemption leads him to the town of Saint Denis, then known as Franciade. There he is dispatched on a mission that takes him to the bowels of the city, an intricate network of catacombs and deep caves that hold the remains and best-kept secrets of past French kings. To unearth the dark mysteries that lie beneath the Basilica, Arno is equipped with a lantern to guide his way and will gain access to the Guillotine Gun, a powerful weapon made for both long-range destruction and deadly close-quarter combat.",5.6,M,"Ubisoft, Ubisoft Montreal","Action Adventure, Historic, Open-World"
OVERPASS,Xbox One,"March 17, 2020",63,"In Overpass, the player takes control of powerful buggies and quads, scrabbling across extreme tracks and very hazardous terrain. This simulation, unique in its genre, pits the player against craggy slopes and puts their cool-headedness to the test throughout technical obstacle courses along wilderness tracks.
Overpass's realistic physics engine requires you to keep precise and meticulous control of your speed and acceleration or you risk losing your grip and failing your crossing. You'll need to master the technical characteristics of official reproductions of buggies and quads from iconic brands such as Yamaha, Suzuki or Arctic Cat. Differential locking, 2 or 4 drive wheels, transmission type: the player has been given all the tools they need to discover the real vehicle options that will let them adapt their driving to the terrain.
The Career mode lets you manage your buggies and quads and choose the one best adapted to each track and terrain type in order to win the competition and attract sponsors. In multi-player mode, you'll need to know and master the slightest detail of each track in order to post the best times and show that you are truly the master of off-roading!",5.5,E,Zordix Racing,"Racing, Simulation, Automobile"
Shiftlings,Xbox One,"March 4, 2015",63,"Rock Pocket Games' Shiftlings, a platform puzzler, which can be played both alone or with a friend, revolves around two Alien Twins who are attached to each other through a cable. In single player mode the player can switch the controls between the two aliens on top of switching the size of the two, while in co-op mode, each player controls one of the two twins. Switching size between the two characters is an important part of getting through the tricky puzzles. The smaller size enables higher jumps while the bigger Twin can't jump but instead is able to push boxes and can be used as a trampoline by the smaller counterpart. The Cable, that connects to two Twins, provides both challenges but also solutions to get the two through the puzzles and to the end goal of each level.",5.8,T,Rock Pocket Games,"Action, Platformer, 2D"
Assetto Corsa,Xbox One,"August 30, 2016",63,"Assetto Corsa is designed to provide a very realistic driving experience, with single player and multiplayer options, officially licensed cars and tracks developed using Laser scan technology, and the highest level of accuracy possible in reproducing real world motor racing environments. Also, Assetto Corsa allows for considerable customisation and modification, in order to satisfy the expectations of professional simracers, gamers who prefer to approach the driving experience more progressively, and hobbyists who just like to collect lots of cars and tracks.",6.5,E,Kunos Simulazioni,"Racing, Simulation, Automobile"
Serial Cleaner,Xbox One,"July 14, 2017",63,"Serial Cleaner is a story-driven, fast-paced stealth/action game, set in 1970s America.
You are a professional cleaner. Your job is to clean up murder scenes by disposing of bodies, cleaning up blood stains and hiding incriminating evidence. A good cleaner never gets caught so you have to make sure you get in, clean up and get out without leaving a trace of evidence for the police to find.",7.5,M,"iFun4all, Curve Digital","Action, Action Adventure, General, Linear"
Dangerous Golf,Xbox One,"June 3, 2016",63,"Welcome to the World of Dangerous Golf, an arcade style sports game with a very explosive twist.

Play through a variety of indoor courses – make a mess in the Kitchen, wreak havoc in a Palace, cause chaos in a Castle and set fire to a Gas Station.

Rack up scores by causing as much damage and destruction as possible. Fire off a SmashBreaker. Blast the ball into the hole with an outrageous Trickshot.

Set off on a World Tour, play co-operatively in Co-Op World Tour mode, or try Party Golf with up to 8 Players.

You don’t need to wear loud trousers, funny shoes or a hat, or be a bore when you shout “Fore!” This is golf for everyone.",4.8,E,Three Fields Entertainment,"Sports, Individual, Golf, Arcade"
Pneuma: Breath of Life,Xbox One,"February 27, 2015",63,"Pneuma: Breath of Life requires you to think outside the box via a narrated story of self-discovery, whilst exploring the ontological mystery of the breath of life.",6.8,E,Deco Digital,"Sci-Fi, Adventure, 3D, First-Person"
Gemini: Heroes Reborn,Xbox One,"January 19, 2016",63,"Gemini is a first person action-adventure that allows users to enter into the role of Cassandra, age 20. She is a young woman on a journey of discovery in which she will unlock incredible powers - unique in the Heroes Universe - and solve a mystery in her past. She will be reunited with her long missing family, but not in the way she ever expected.",6.2,T,"Phosphor Games Studio, LLC, Phosphor Games","Action Adventure, Linear"
