names,platforms,release_dates,meta_scores,game_descriptions,user_scores,ageRatings,gameDevs,gameGenres
Sinner: Sacrifice for Redemption,PlayStation 4,"October 18, 2018",57,Emerge from the depths a crumbling kingdom and to the challenge of defeating increasingly difficult demonic bosses. Choose aspects of yourself to weaken before defeating the avatars of Sin.,3.8,M,DarkStar Games,"Action Adventure, General"
Stranger Things 3: The Game,PlayStation 4,"July 4, 2019",57,"Developed and published by BonusXP in collaboration with Netflix, Stranger Things 3: The Game is the official companion game to Season 3 of the hit original series. This adventure game blends a distinctively retro 16-bit art style with modern gameplay mechanics to deliver nostalgic fun with a fresh new twist. Fans will be able to experience their favorite show through a mix of exploration, puzzles, and combat.

Just like in the show, teamwork is at the heart Stranger Things 3: The Game. Fans can team up in two player local co-op or in single player mode alongside an AI partner, in the role of one of twelve characters from the show, each with unique abilities and attributes. Together, they'll play through familiar events from the series while also uncovering never-before-seen Stranger Things secrets, ensuring a fun experience for those new to the world of Stranger Things and series super fans alike!

Key Features:

* Experience the show in a new way, exploring the eerie world of Hawkins to uncover new mysteries beyond what's seen in Season 3.
* Jump right into the action of this pick-up-and-play adventure: simple gameplay mechanics allow fans of all skill levels to get in on the fun.
* Take your game to the next level by trying out different character combinations and collecting all the secrets the expansive world of Hawkins has to offer.
* Team up with a friend, leveraging drop-in/drop-out local co-op to take on the mysterious monsters of Hawkins together. While playing solo, use a collection of ""buddy commands"" to control both characters and still experience all the fun.
* Choose from 12 playable characters, each with their own unique talents and stats.",5.1,T,BonusXP,"Action Adventure, General"
Necropolis,PlayStation 4,"October 4, 2016",57,"A blend of third-person action and procedural dungeon-delving. Oh, and perma-death. Adventure alone or with up to 3 friends in a magical deathtrap that reconstructs itself each time you play. Will you find the exit, or die trying?",3.8,T,Harebrained Schemes LLC,"Action Adventure, General"
Zotrix,PlayStation 4,"December 8, 2015",57,"A twin-stick space shooter that combines the retro look and feel of 80’s and 90’s arcade games with modern gameplay elements, customization, and depth. [UFO Interactive]",3.7,E,ZeroBit Games,"Action, Shooter, Shoot-'Em-Up, Top-Down"
One Punch Man: A Hero Nobody Knows,PlayStation 4,"February 28, 2020",57,Experience the world of ONE-PUNCH MAN for yourself in “ONE PUNCH MAN: A HERO NOBODY KNOWS”. Form a team of your favorite heroes and villains. Grow your techniques and see who reigns supreme in this ONE-PUNCH MAN game.,3.5,T,Bandai Namco Games,"Action, Fighting, 2D"
The LEGO Movie 2 Videogame,PlayStation 4,"February 26, 2019",57,"The alien monster invaders have left Bricksburg in ruins. It is now up to Emmet and a host of heroic characters to go beyond their world and save their friends from the strange inhabitants of the Systar System. Players can journey into outer space, discover new worlds, and test their Master Building skills.",1.9,E10+,TT Games,"Action Adventure, General"
Destiny 2: Curse of Osiris,PlayStation 4,"December 5, 2017",57,"Destiny 2 – Expansion I: Curse of Osiris, takes place after the conclusion of the Destiny 2 campaign where you are dispatched to Mercury on a quest to find Osiris, the most powerful Warlock to have ever lived, to discover the answers humanity needs to fight back against the Vex. Curse of Osiris adds a new chapter to the world of Destiny 2, expanding the universe by adding an all-new cinematic story with new and returning characters, a new destination to explore, Mercury and its Infinite Forest, a new social space to visit called the Lighthouse, new missions, new strikes, new raid content, new free roam activities, a world quest to complete, and more.",1.5,,Bungie,"Action, Shooter, First-Person, Arcade"
Onechanbara Z2: Chaos,PlayStation 4,"July 21, 2015",57,"This installment in the Onechanbara sexy zombie slayer series ups the ante with 2 sets of buxom vampire sisters and over a dozen stages of high-octane real-time swordplay featuring hordes of zombies—not to mention novel methods of dispatching these undead opponents. Players will be pitted against the undead in various worldwide locations, with limbs and blood flying every which way by means of physical attacks and acrobatic maneuvers alike, occasionally transforming into a demon for short bursts of added power and speed at the cost of life energy. Each of the 4 members of this “Zombie Punitive Force” has her own unique abilities, and skillful play is rewarded with orbs that can be exchanged for upgraded weapons and outfits. For the first time in the series, players can enjoy the game with full English voice-acting or play through with the original Japanese performances. [Xseed]",6.7,M,"Tamsoft, D3Publisher","Action Adventure, Survival"
Tour de France 2018,PlayStation 4,"June 28, 2018",57,"Embody the greatest champions and hit the official track of the Tour de France 2018. Enjoy all the intensity of this legendary race: attack, follow the best trajectories, and carry out the finest racing tactics to lead your team to victory and earn the mythical Yellow Jersey LCL.",6.1,E,"Cyanide, Cyanide Studios","Sports, Individual, Biking"
Eclipse: Edge of Light,PlayStation 4,"January 14, 2020",57,"Crash-landed on a sentient planet, you awake to discover a dreamscape world, filled with alien wonder and the remains of a betrayed civilization. You find a powerful relic that can interact with ancient technology and grant you near-magical powers. Can you rise to the challenge and solve the haunting riddle of this mysterious place?",3.8,T,White Elk,"Adventure, General"
Aegis of Earth: Protonovus Assault,PlayStation 4,"March 15, 2016",57,"A frenetic new spin on action strategy gaming. Dig in, plan out and build up your defenses as hordes of hulking monstrosities bombard your heavily fortified city in an attempt to wipe you off the Earth for good. Command the final bastion of humanity as you fight for the survival of the species using fantastic tech, cunning tactics and massive weapons. [Aksys]",6.4,T,Acquire,"Strategy, Real-Time, Defense"
Catlateral Damage,PlayStation 4,"March 22, 2016",57,"Catlateral Damage is a first-person destructive cat simulator where you play as a cat on a rampage, knocking as much stuff onto the ground as possible.",5.1,E,Manekoware,"Action, Platformer, 3D"
Animal Force,PlayStation 4,"July 10, 2018",57,"Assemble your squad of superpowered beasts to save the world from a deadly alien invasion. Unleash your claws, paws, horns and fangs across huge 3D planetary battlefields in totally immersive 360º virtual reality – deploying mighty critters to fight waves of other-worldly enemies before they kidnap defenceless humans.",5.0,E,"Sony Interactive Entertainment, ISVR","Action, General"
Far Cry 5: Lost on Mars,PlayStation 4,"July 17, 2018",57,"Nick Rye, the ""King of the Skies"" is ready to go - literally - above and beyond, to discover uncharted territories. Once you're stranded on the red planet, your mission is simple: stop the Martian Arachnid invasion and get back home safely.",5.6,M,Ubisoft Montreal,"Action, Shooter, First-Person, Arcade"
Akiba's Trip: Undead & Undressed,PlayStation 4,"November 25, 2014",57,"Explore the supernatural mysteries of Akihabara in AKIBA'S TRIP: Undead & Undressed. A dark conspiracy plots to consume Japan's pop-culture mecca with an army of synthetic vampires. As a fugitive from their experiments, it's up to you to hunt these 'Synthisters' down, brawling with them in the streets and tearing off their clothes to roast them in the harsh light of day. Just remember, they can do the same to you!

AKIBA'S TRIP: Undead & Undressed features an authentic open-world recreation of Japan's famous Electric Town. Explore and enjoy the world's premiere destination for anime, games, manga and figurines, with over 100 real-life shops recreated for gamers around the world.

Fight alongside your 'otaku' (obsessive nerd) friends, wielding everything from rolled-up posters to replica laserswords in a battle for dorky dominance. Four potential love interests await you, each with her own endgame. Experience a geek-savvy, playfully sexy adventure in AKIBA'S TRIP: Undead & Undressed.",6.9,M,Acquire,"Action Adventure, Adventure, General, Open-World"
Raiders of the Broken Planet,PlayStation 4,"September 22, 2017",56,"This new game is a multiplayer 4 vs 1 asymmetrical third person shooter that features a distinctive blend of shooting, brawling and thinking man’s strategy. We think this game is a mouth-watering proposition to gamers looking for an immersive, cinematic story coupled with intense and epic online action.",5.0,M,Mercury Steam,"Strategy, Real-Time, MOBA"
Theseus,PlayStation 4,"July 26, 2017",56,"Theseus is an immersive VR experience that offers a new take on the myth of the Minotaur. Enjoy a mix of exploration, story, and combat, with a strong cinematic feel. Do you have what it takes to unveil the truth that lies at the heart of the Labyrinth?",6.4,T,Forge Reply,"Action Adventure, General"
Jump Force,PlayStation 4,"February 15, 2019",56,"For the first time ever, the most famous Manga heroes are thrown into a whole new battleground: our world. Uniting to fight the most dangerous threat, the Jump Force will bear the fate of the entire human kind. Celebrating the 50th Anniversary of the famous Weekly Jump Magazine, Jump Force is also making the most of latest technologies to bring characters to life in a never-seen-before realistic design. A unique setting, merging the Jump World and the Real World.  The Jump Force, an alliance of the most powerful Manga heroes from Dragon Ball, One Piece, Naruto and much more. Realistic graphics bring Manga characters to life like never before. [Bandai Namco]",4.3,T,"Spike Chunsoft Co. Ltd., Spike Chunsoft","Action Adventure, General, Action, Fighting, 3D"
Surgeon Simulator: Anniversary Edition,PlayStation 4,"August 12, 2014",56,"Surgeon Simulator 2013 is a darkly humorous over-the-top operation sim game where players become Nigel Burke, a would-be surgeon taking life into his own shaky hands, performing life-saving surgical maneuvers on passive patients.",5.0,T,Bossa Studios,"Simulation, General, Virtual, Career"
Earthlock: Festival of Magic,PlayStation 4,"January 27, 2017",56,"Desert scavenger Amon soon finds himself in his life's adventure when he crosses paths with a most peculiar creature back home in Zaber. Join Amon and other heroes in this turn-based fantasy RPG, on a journey across the world of Umbra; a mysterious, beautiful but harsh planet that stopped spinning thousands of cycles ago. With a unique set of customizable characters, all with their own personalities and journeys of self-discovery, you will scavenge, explore and fight your way from the everlasting day-side and into the darkness of perpetual night. To save Umbra you must unlock its secrets, expose the shadows, and defeat a growing evil. [Snowcastle]",5.7,E10+,Snow Castle Games,"Role-Playing, General"
Lethal VR,PlayStation 4,"December 20, 2016",56,"Lethal VR is an immersive Virtual Reality weapons experience for the PlayStation VR brought to you from Three Fields Entertainment, creators of Burnout, BLACK and Dangerous Golf. Step into the shoes of an FBI Recruit and be tested in a series of weapons simulation exercises, featuring a variety of small weapons. After each challenge you will be graded on your performance. Do you have what it takes to earn a Lethal rating? Your abilities will be tested in 30 different challenges spread across 5 tiers of weapons simulation. You will need to demonstrate speed, precision, deadly accuracy and the ability to remain calm under pressure.",4.9,T,"Team17, Three Fields Entertainment","Action, Shooter, First-Person, Light Gun, Arcade"
Perception,PlayStation 4,"June 6, 2017",56,A first person narrative horror adventure that puts players in the shoes of a young blind woman who must use her extraordinary hearing and razor-sharp wits to solve mysteries and escape a deadly presence.,6.1,M,The Deep End Games,"Adventure, 3D, First-Person"
Dangerous Golf,PlayStation 4,"June 3, 2016",56,"In Dangerous Golf, you’re not striving for Par or aiming for a Birdie — you’re playing for points awarded for causing damage. It’s about smashing the place up and then banging the ball into the hole by pulling off an outrageous trick shot. Break enough stuff and you can power up the ball, turn it into a fireball, and steer it around for a limited time to try and smash more stuff. [Playstation.com]",4.9,E,Three Fields Entertainment,"Sports, Individual, Golf, Arcade"
Far Cry 4: Escape from Durgesh Prison,PlayStation 4,"January 13, 2015",56,"With terrain spanning from lush forests to the snow-capped Himalayas, the entire world is alive…and deadly. Hidden in the towering Himalayas lies Kyrat, a country steeped in tradition and violence. You and a fellow captive have been rounded up and tortured in Yuma’s prison. Escape from the prison and survive the hostile lands of Pagan Min’s Kyrat.",6.1,M,Ubisoft Montreal,"Action, Shooter, First-Person, Modern, Arcade"
ADR1FT,PlayStation 4,"July 15, 2016",56,"ADR1FT is an immersive First Person Experience (FPX) that recounts the story of an astronaut in danger. Floating quietly within the wreckage of a destroyed space station with no memories and a critically damaged EVA suit, the lone survivor struggles to understand the cause of the catastrophic event that killed everyone on board. The player must fight to stay alive by exploring the wreckage for precious resources and overcome the challenges of the unforgiving environment to repair the damaged emergency escape vehicle and safely return home. [505 Games]",4.7,T,Three One Zero,"Action, Action Adventure, General, Survival"
Toren,PlayStation 4,"May 12, 2015",56,"Experience the mysterious world of Toren, the first adventure game from Brazilian indie developer Swordtales. You are Moonchild, destined to climb the tower (known as Toren) on a hauntingly solitary journey to find your purpose.",5.4,T,Swordtales,"Fantasy, Action Adventure, General"
Gal*Gun 2,PlayStation 4,"April 24, 2018",56,"Gal Gun is back for an adventure more outrageous than ever! A new army of girls has been overpowered by lust in THE FULL-FRONTAL SEQUEL to Japan's infamous shooter. Fend them off with your Pheromone Shot and use new gadgets to expel demons from their bodies in the most audacious first-person shooter you'll ever play!

FEATURES:

* The craziest shooter yet! -- Help swarms of girls exorcise their demon possessions by hitting their pleasure spots with your love gun until they explode in euphoria!

* A gorgeous new cast! -- Woo a fresh set of girls in a brand-new Gal Gun story. With the aid of alluring angel Risu, become romantically entangled with girl-next-door Chiru and childhood sweetheart Nanako.

* Fulfil each girl's desires! -- Manage your schedule to receive jobs from the academy's love-struck girls, and satisfy their requests to unlock new missions and story scenes.

* Suck your way to Pantsu Paradise! -- Equip the Demon Sweeper, capable of vacuuming up Gal*Gun 2's pesky demon menaces... and sucking the dresses right off the girls' bodies!

* Get up-close and very personal! -- Enter Doki Doki Mode, which returns in its biggest, boldest and bounciest guise ever, to rub, caress and poke your way to happiness!",6.8,M,Inti Creates,"Action, Shooter, Light Gun"
Hardware: Rivals,PlayStation 4,"January 5, 2016",56,"It’s tracks vs tires, armored tanks vs Fast Attack Vehicles (FAVs), in an all-terrain battle-fest of online multiplayer vehicular action. Plow through a range of unique combat arenas, claiming bounties, completing Challenges and wreaking terrible vengeance upon old adversaries. With multiple battle modes, regular community events and a range of perks to unlock as you progress, there’ll always be a chance to settle the score. [Playstation.com]",5.3,E10+,SCEA,"Simulation, Vehicle, Combat"
Verdun,PlayStation 4,"August 30, 2016",56,Verdun is a squad based multiplayer first person shooter set in the first world war. Inspired by the infamous battle of Verdun in 1916 players are able to take part in never seen before WWI action. Made by 3 indie developers from BlackMill and M2H.,7.1,M,"Abstraction Games, Blackmill Games","Action, Shooter, First-Person, Tactical, Arcade"
Train Sim World,PlayStation 4,"July 24, 2018",56,"Take control of mighty machines traveling at breath-taking speeds around the world. Train Sim World puts you in the driver's seat of high speed trains, freight services and intercity locomotives, challenging you to carry out a number of duties all across the globe. Live out your Rail Fan dreams exploring highly detailed and immersive environments, finding the best vantage points from which to capture those once-in-a-lifetime shots. Train Sim World is rich in detail and authenticity, with every control recreated using Unreal Engine 4 technology, along with Dovetail's proprietary SimuGraph vehicle dynamics engine. Feel the thrill as you step into the cab and dominate everyday behemoths that pull thousands of tons of passengers and cargo from city to city. Do you have what it takes to earn your place as a train engineer?",6.2,E,Dovetail Games,"Miscellaneous, Compilation"
100ft Robot Golf,PlayStation 4,"September 27, 2017",56,"100ft Robot Golf is a real-time golf game through which you control massive robots on their quest for par. Never get your ball stuck behind a pesky tree or skyscraper ever again. Just swing your golf club to smash even the tallest buildings out of the way — or into the way of your robot golfing buddies. You can play with up to four people splitscreen on your TV, or immerse yourself in PlayStation VR and experience virtual golf robot reality. [No Goblin]",5.9,E10+,No Goblin,"Sports, Individual, Golf, Arcade"
Submerged,PlayStation 4,"August 4, 2015",56,"Submerged is a 3rd-person, combat-free game in which the gamer explores a mysterious, flooded city and discovers the beauty of desolation in vast outdoor environments. She takes on the role of Miku, a young girl who has brought her wounded brother to the city in their small fishing boat. [Uppercut Games]",4.7,E10+,"Uppercut Games, Uppercut Games Pty Ltd","Action Adventure, General"
Drawn to Death,PlayStation 4,"April 4, 2017",56,"Drawn To Death will be an arena shooter like you’ve never played before. Part of the reason for this is our unique gameplay. And part of the reason is that the game takes place inside the notebook of a very creative teenage kid; it’s a violent and bizarre landscape filled with all of the weird, amazing, passionate, and exciting fantasies that are swimming around in the head of our teenage artist.",6.0,M,"SCEA San Diego Studios, Sony Interactive Entertainment","Action, Shooter, Third-Person, Sci-Fi, Arcade"
Bush Hockey League,PlayStation 4,"March 29, 2017",56,Aggressive hockey is back in town. Experience hockey the way it was meant to be played in this old school arcade style hockey game where blood on the ice is just another day at the rink.,4.6,M,V7 Entertainment Inc.,"Sports, Team, Ice Hockey, Arcade"
Predator: Hunting Grounds,PlayStation 4,"April 24, 2020",56,"Hunt or Be Hunted - Predator: Hunting Grounds is an immersive asymmetrical shooter set in remote areas around the world, where the Predator stalks the most challenging prey. Play as a member of an elite Fireteam and complete paramilitary operations before the Predator finds you. Or, play as the Predator to hunt the most worthy prey, choosing from your vast array of deadly alien tech to collect your trophies, one by one.",6.2,M,IllFonic,"Action, Shooter, Third-Person, Tactical"
Don't Knock Twice,PlayStation 4,"September 5, 2017",56,"Don't Knock Twice is a first-person VR horror game based on a psychologically terrifying urban legend. One knock to wake her from her bed, twice to raise her from the dead.",6.3,M,Wales Interactive Ltd.,"Adventure, 3D, First-Person"
Azur Lane: Crosswave,PlayStation 4,"February 13, 2020",56,"In the middle of each nation’s normal training routine, a Joint Military Exercise was enacted. A select few from each nation were chosen to participate in this rigorous event. But, how did this event come to be? Are there other ulterior motives at play?",5.3,T,Felistella,"Action, Shooter, Third-Person, Arcade"
Tom Clancy's Ghost Recon: Breakpoint,PlayStation 4,"October 1, 2019",56,"Become an Elite Spec Ops Soldier. Explore the mysterious world, diverse abilities, new factions, and many ways to play Ghost Recon Breakpoint. Welcome to Auroa. Somewhere in the South Pacific lies the remote Auroa Archipelago, a vast land of diverse biomes that range from lush rainforests to snowy peaks. Now, it’s home to Skell Technology, an enigmatic technology giant. Initially interested in a remote testing site for its autonomous drones, the Silicon Valley company eventually turned Auroa into its “World 2.0,” a high-tech, high-security utopia of sustainable eco-cities and robotics research. Explore a diverse and mysterious open world ranging from barren deserts and dramatic fjords to futurist cities and arctic peaks. Featuring 11 unique biomes and home to Skell Technologies this remote Archipelago will challenge the Ghosts like never before. Use the environment to your advantage as you disappear into a jungle canopy to evade your foes or jump into a vehicle and charge into battle by air, land and sea. A seamless co-op experience means your squadmates can jump in and out at any time. Face your deadliest enemy yet, The Wolves, former Ghosts who have betrayed their country. Led by the charismatic Colonel Cole D. Walker they have taken control of Auroa for an unknown purpose. Now in control of Auroa’s powerful drone technology The Wolves and their allies will hunt you mercilessly across Auroa. Experience life as a Ghost, an elite US Special Operations soldier, as you fight back from behind enemy lines on the toughest mission of your career. [Ubisoft]",2.8,M,Ubisoft Paris,"Action Adventure, Open-World"
Sniper: Ghost Warrior 3,PlayStation 4,"April 25, 2017",55,"Go behind enemy lines with the ultimate modern military shooter. Choose your missions across an unforgiven open world.

Stay low and leave no traces in this third game of the tactical shooter franchise. Set in a modern day conflict based in Eastern Europe, players in Sniper: Ghost Warrior 3 will be thrust into the role of a sniper caught between three warring factions, played out in a realistic and immersive environment. Dig deep into the Ghost Warrior DNA as you choose between taking out your targets up close or from a distance, while at the same time focusing on your survival through evasion and stealth. Non-linear, sandbox-style gameplay on large open-ended maps gives players the flexibility to play and replay the missions in a number of different ways. Sniper: Ghost Warrior 3 will offer intriguing challenges for tactically-minded gamers, while still remaining accessible to first-person shooter fans.",6.4,M,City Interactive,"Action, Shooter, First-Person, Tactical, Modern"
Table Top Racing: World Tour,PlayStation 4,"May 3, 2016",55,"Table Top Racing: World Tour is a high-octane combat racer from Nick Burcombe, the co-creator of the Wipeout series. Get yourself behind the wheel of one of twelve fully-customisable miniature cars and attempt to master 24 race tracks in Championship mode. There is a series of Special Events to beat, or you can head online and challenge up to 8 friends to determine the ultimate racer. [Playstation.com]",6.3,E,"Playrise Digital, Playrise Edge Ltd.","Racing, Arcade, Automobile"
Ice Age: Scrat's Nutty Adventure,PlayStation 4,"October 18, 2019",55,"Everyone’s favorite sabre-tooth squirrel, Scrat, is at it again in an all-new adventure! Guide Scrat through a hilarious 3D action-adventure, where you’ll face fierce prehistoric creatures, survive crazy calamities, and return the missing relics to their rightful home.",5.5,E,Blue Sky Studios,"Action Adventure, General"
VR Ping Pong Pro,PlayStation 4,"November 12, 2019",55,"Rackets at the ready. VR Ping Pong Pro is the follow up to the hit table tennis simulator of 2016, VR Ping Pong. Test your skills with a variety of challenging game modes, as you rise up the ranks to become the true Ping Pong Pro! Do you have what it takes? Pick up your virtual racket and find out.",5.3,E,Reddoll Srl,"Sports, Individual, Other"
Space Hulk: Deathwing,PlayStation 4,"May 22, 2018",55,"Space Hulk: Deathwing is a First-Person Shooter experience based on Games Workshop's classic Space Hulk boardgame set in the universe of Warhammer 40,000. Space Hulk: Deathwing was developed on Unreal Engine 4, and offers you and up to three of your friends the chance to experience a desperate battle against Genestealers in the claustrophobic tunnels of a Space Hulk. You also gain skills, new abilities, and new equipment as you earn experience during missions.

Space Hulks drift along the currents of the Warp, the immaterial dimension of Chaos. Made up of gigantic, mangled asteroids, ship wrecks, and other stellar debris, they can grow to the size of a moon, and often contain treasured and ancient lost technologies. They are often also infested with broods of the lethal Genestealer.

In the game you take on the role of a Space Marine from one of the most secret and most feared Space Marine forces: the Deathwing of the Dark Angels Chapter.

As a Librarian, you can also master the destructive powers of the Psykers. Your skills and performance in battle grant you Fervor Points to spend on 3 skill trees, allowing you to improve your abilities and unlock new powers.

Don your Terminator armour and arm yourself with the iconic weaponry of the Space Marines and face the threats that await you in the Space Hulk.

Key Features
* Take on the role of a Space Marine Terminator from the most secret and feared Deathwing.
* Plunge into the claustrophobic tunnels of a Space Hulk. and experience a desperate battle against the Genestealers.
* Unlock new abilities through 3 skill trees.
* Grow in power and weild devastating weapons.
* Coop mode: play with your friends as a Terminator squad in an epic coop mode",6.0,M,Streum On Studio,"Action, Shooter, First-Person, Arcade"
SportsBarVR,PlayStation 4,"October 18, 2016",55,"At launch, the game features: Pool, Darts, Air Hockey, Skeeball, Shuffleboard, Chess and Checkers.",6.0,E,"Cherry Pop Games, Perilous Orbit","Sports, General"
Akiba's Beat,PlayStation 4,"May 16, 2017",55,"Asahi Tachibana is a simple, jobless nerd, living a lazy, cozy life in Tokyo’s infamous “otaku mecca:” Akihabara. To him, every day is Sunday — but now, thanks to a time loop, every day really is Sunday! What’s more, people’s delusions are manifesting in reality, and only Asahi and his newfound friends are even aware that anything is amiss. Can they set things right, or will Akiba be beat? [Playstation.com]",6.9,T,Acquire,"Action Adventure, Role-Playing, Action RPG"
Mafia II: Definitive Edition,PlayStation 4,"May 19, 2020",55,"After taking a bullet during World War II and returning home to Empire Bay on leave, Sicilian immigrant Vito Scaletta discovers that his late father was indebted to a loan shark. He needs to make a lot of money fast, and thanks to his career criminal best friend Joe, soon becomes entangled with the mob. As Vito, you need to prove yourself by committing crimes of escalating reward, status, and consequence. But what happens when your motivations become less about necessity and more about greed? When having it all is not enough? For the first time ever, Mafia II: Definitive Edition packs the entire Mafia II crime drama into one HD package. HDR and 4K resolution are supported on PC as well as on PlayStation®4 Pro and Xbox One X consoles. Mafia II: Definitive Edition also benefits from improved facial animations to give cutscenes an even more cinematic feel. While technological and graphical improvements have given Empire Bay and its inhabitants a visual overhaul, Vito's timeless story is unchanged.",6.3,M,Hangar 13,"Action Adventure, Open-World"
Touhou Genso Rondo: Bullet Ballet,PlayStation 4,"September 6, 2016",55,Touhou Genso Rondo is a remastered shoot 'em up that takes place in the Touhou universe.,5.3,E10+,"Mediascape, CUBETYPE","Action, Shooter, Shoot-'Em-Up, Top-Down"
Trials of the Blood Dragon,PlayStation 4,"June 13, 2016",55,"The year is 2019. Roxanne and Slayter, the offspring of the legendary Rex Power Colt, are going to Vietnam War 4 to save freedom, and save the world.",6.3,T,RedLynx,"Action, Platformer, 2D"
The Seven Deadly Sins: Knights of Britannia,PlayStation 4,"February 9, 2018",55,"Assemble the Seven Deadly Sins and fight to save the Kingdom of Lioness in The Seven Deadly Sins: Knights of Britannia. Based on the manga, The Seven Deadly Sins by Nabaka Suzuki, enjoy stories of adventure and experience all of the action and excitement from the anime. Play through memorable fights with famous characters such as Meliodas, Elizabeth, Hawk, and others in all of their unique fighting styles.

FEATURES:

* Assemble the Seven Deadly Sins: The popular hit anime The Seven Deadly Sins comes to console for the very first time.

* Lush Environments: The world of Britannia comes to life in a scenic 3D environment, made possible by the power of the PS4.

* Action Oriented: A high-tension and fast-paced action fighting style that is expected of the popular anime series.

* Adventurous Storyline: Experience an enticing story line with your favorite characters to choose from and plenty of places in Britannia to explore.",6.2,T,"Bandai Namco Games, NATSUME ATARI Inc.","Action, Beat-'Em-Up, 3D"
Fade to Silence,PlayStation 4,"April 30, 2019",55,"Fade to Silence is a Survival-RPG set in the cold and deadly world of a post-apocalyptic winter. You assume the role of Ash, a natural but tormented leader, exploring a post-apocalyptic frozen wasteland, gathering the resources necessary to establish a refuge for survival. With dwindling supplies, simple tasks like upgrading equipment and collecting materials require an immediate expedition to scavenge the necessary items. In the search for survival materials, players must navigate a vast territory, in which they will encounter Eldritch monsters and an even greater foe; the unrelenting winter. While freezing temperatures constantly take their toll on Ash, the deadliest event is a constant threat – a blizzard. If caught by surprise, it takes every ounce of skill, determination and luck to survive.",4.1,M,Black Forest Games,"Action Adventure, Survival"
The Park,PlayStation 4,"May 3, 2016",55,"The Park is a single-player horror experience developed by Funcom, set against the backdrop of an amusement park where a dark and sinister secret is just waiting to be uncovered.",5.2,M,Funcom,"Action Adventure, Survival"
Titan Quest,PlayStation 4,"March 20, 2018",55,"Discover the Courage that Turns Heroes Into Legends.
From Age of Empires co-creator Brian Sullivan and Braveheart writer Randall Wallace comes an innovative, all-new action role playing game set in ancient Greece, Egypt and Asia.
The Titans have escaped their eternal prison, wreaking havoc upon the earth. The gods seek a hero who can turn the tide in an epic struggle that will determine the fate of both men and gods. Are you ready for the quest?

*    Explore the Ancient World - Unlock arcane mysteries and battle the beasts of mythology as you journey to the Parthenon, Great Pyramids, Hanging Gardens of Babylon, The Great Wall and other legendary locations.
*    Amazing Graphical Detail - Take a hero's journey through authentic Ancient World settings crafted in stunning, realistic, 3D detail.
*    Conquer Monsters of Legend - Battle horrific monsters and mythical beasts in a story-driven campaign that will determine the fate of all existence.
*    Highly Customizable Characters - Build and customize your characters with 28 classes and over 1000 pieces of unique and legendary items to create the ultimate champion.
*    Create Your Own Worlds - Create your own maps with the easy-to-use World Editor for endless adventuring.
*    Online Multiplayer Gameplay - Challenge others to experience your map creations in fast-action, 2-6 player online cooperative gameplay.",5.8,T,THQ Nordic,"Role-Playing, Action RPG"
Anamorphine,PlayStation 4,"July 31, 2018",55,"Anamorphine is a first-person surreal exploration game where the player experiences the memories of the main character after an unknown trauma. You play as Tyler, who is finding himself as he hits rock bottom. Discover what happened by journeying through Tyler's memories of his relationship with his wife Elena and her depression. Escape his reality, or face it and figure out how to move on as Tyler's subconscious twists the game in unexpected ways.",3.6,T,Artifact 5,"Adventure, General"
Anthem,PlayStation 4,"February 22, 2019",54,"Anthem is a shared-world action-RPG in which players delve into a vast world teeming with amazing technology and forgotten treasures. The world is also filled with savage beasts and ruthless marauders where Freelancers are called to defeat the forces plotting to conquer humanity. In Anthem, up to 4 friends unravel the world’s mysteries and take on its most fearsome challenges together. Shared danger means shared glory, and successful Freelancers are all be richly rewarded for successful exploits. Throughout their adventure, players outfit their Freelancers with powerful Javelin exosuits, each of which are equipped with unique weapons and abilities. Players also customize their Javelin with gear they earn and craft throughout the adventure, and leave a lasting mark on the world. [Electronic Arts]",3.4,T,BioWare,"Role-Playing, Action RPG"
Knack,PlayStation 4,"November 15, 2013",54,Knack is an action game for the PlayStation 4 announced by lead system architect Mark Cerny at the PlayStation Meeting. Players take control of a robot named Knack who is created to help neutralize the goblin threat that has taken over the peaceful land.,6.4,,,nan
The Tomorrow Children,PlayStation 4,"September 6, 2016",54,"When an ambitious experiment designed to unite the minds of all humanity goes horribly wrong, almost all life on Earth disappears instantly, melting down into the planet to form “the Void”. Years later, a handful of survivors begin to rebuild civilisation, but their endeavours are hampered by “the Izverg”, giant beasts formed from the residue of negativity and nightmares that now roam the land. Fortunately, engineers discover the ability to develop “projection clones” – new life forms capable of venturing deep into the Void in search of preserved human DNA. It is with these clones that mankind begins the long journey back to its former glory …",5.8,T,Q-Games,"Sci-Fi, Strategy, Real-Time, General"
2Dark,PlayStation 4,"March 10, 2017",54,"From Frédérick Raynal, the creator of Alone in the Dark and pioneer of survival-horror, 2Dark is a grim journey of stealth and courage into the heart of corruption. Use your cunning to infiltrate Gloomywood’s bastions of cruelty. Investigate to uncover the secrets of the deranged psychopaths within, seek retribution for their crimes, and bring the children to safety. [Playstation.com]",7.3,M,Gloomywood,"Action Adventure, General"
Black Mirror,PlayStation 4,"November 28, 2017",54,"Scotland, 1926. Following the death of his father, David Gordon visits his ancestral home for the first time in his life. A life that is soon threatened by the dark secrets that claimed the sanity of many Gordons before him. Black Mirror Castle demands an offering.",5.6,M,THQ Nordic,"Adventure, 3D, Third-Person"
